time_s,voltage_V,current_A
+2.123260E+01,+3.418881E+00,-1.063699E+00
+2.127380E+01,+3.418874E+00,-1.063659E+00
+2.131510E+01,+3.418853E+00,-1.063631E+00
+2.135630E+01,+3.418851E+00,-1.063544E+00
+2.139750E+01,+3.418836E+00,-1.063537E+00
+2.143880E+01,+3.418821E+00,-1.063531E+00
+2.148000E+01,+3.418796E+00,-1.063533E+00
+2.152120E+01,+3.418794E+00,-1.063491E+00
+2.156240E+01,+3.418783E+00,-1.063452E+00
+2.160370E+01,+3.418770E+00,-1.063432E+00
+2.164490E+01,+3.418751E+00,-1.063403E+00
+2.168610E+01,+3.418741E+00,-1.063386E+00
+2.172730E+01,+3.418728E+00,-1.063357E+00
+2.176860E+01,+3.418713E+00,-1.063327E+00
+2.180980E+01,+3.418694E+00,-1.063286E+00
+2.185100E+01,+3.418692E+00,-1.063277E+00
+2.189220E+01,+3.418679E+00,-1.063223E+00
+2.193350E+01,+3.418677E+00,-1.063198E+00
+2.197470E+01,+3.418644E+00,-1.063155E+00
+2.201590E+01,+3.418648E+00,-1.063140E+00
+2.205710E+01,+3.418635E+00,-1.063094E+00
+2.209830E+01,+3.418626E+00,-1.063077E+00
+2.213950E+01,+3.418610E+00,-1.063047E+00
+2.218080E+01,+3.418607E+00,-1.062984E+00
+2.222200E+01,+3.418589E+00,-1.062950E+00
+2.226320E+01,+3.418582E+00,-1.062929E+00
+2.230440E+01,+3.418561E+00,-1.062910E+00
+2.234560E+01,+3.418548E+00,-1.062871E+00
+2.238680E+01,+3.418535E+00,-1.062858E+00
+2.242810E+01,+3.418523E+00,-1.062809E+00
+2.246930E+01,+3.418515E+00,-1.062775E+00
+2.251050E+01,+3.418494E+00,-1.062736E+00
+2.255170E+01,+3.418494E+00,-1.062680E+00
+2.259300E+01,+3.418491E+00,-1.062613E+00
+2.263420E+01,+3.418483E+00,-1.062590E+00
+2.267540E+01,+3.418470E+00,-1.062578E+00
+2.271660E+01,+3.418461E+00,-1.062558E+00
+2.275790E+01,+3.418438E+00,-1.062507E+00
+2.279910E+01,+3.418455E+00,-1.062500E+00
+2.284030E+01,+3.418425E+00,-1.062499E+00
+2.288160E+01,+3.418411E+00,-1.062457E+00
+2.292280E+01,+3.418409E+00,-1.062430E+00
+2.296400E+01,+3.418381E+00,-1.062418E+00
+2.300530E+01,+3.418373E+00,-1.062408E+00
+2.304650E+01,+3.418354E+00,-1.062391E+00
+2.308770E+01,+3.418341E+00,-1.062373E+00
+2.312890E+01,+3.418326E+00,-1.062348E+00
+2.317020E+01,+3.418313E+00,-1.062319E+00
+2.321140E+01,+3.418305E+00,-1.062300E+00
+2.325260E+01,+3.418286E+00,-1.062258E+00
+2.329380E+01,+3.418273E+00,-1.062220E+00
+2.333510E+01,+3.418271E+00,-1.062185E+00
+2.337630E+01,+3.418256E+00,-1.062160E+00
+2.341750E+01,+3.418242E+00,-1.062128E+00
+2.345870E+01,+3.418233E+00,-1.062112E+00
+2.350000E+01,+3.418225E+00,-1.062094E+00
+2.354120E+01,+3.418199E+00,-1.062056E+00
+2.358240E+01,+3.418184E+00,-1.062006E+00
+2.362360E+01,+3.418195E+00,-1.061972E+00
+2.366490E+01,+3.418174E+00,-1.061961E+00
+2.370610E+01,+3.418165E+00,-1.061929E+00
+2.374740E+01,+3.418148E+00,-1.061922E+00
+2.378860E+01,+3.418136E+00,-1.061887E+00
+2.382990E+01,+3.418127E+00,-1.061875E+00
+2.387110E+01,+3.418117E+00,-1.061796E+00
+2.391240E+01,+3.418113E+00,-1.061730E+00
+2.395360E+01,+3.418112E+00,-1.061708E+00
+2.399490E+01,+3.418102E+00,-1.061651E+00
+2.403610E+01,+3.418091E+00,-1.061574E+00
+2.407730E+01,+3.418076E+00,-1.061606E+00
+2.411860E+01,+3.418072E+00,-1.061626E+00
+2.415980E+01,+3.418036E+00,-1.061595E+00
+2.420100E+01,+3.418041E+00,-1.061543E+00
+2.424230E+01,+3.418013E+00,-1.061518E+00
+2.428350E+01,+3.418000E+00,-1.061492E+00
+2.432470E+01,+3.417994E+00,-1.061458E+00
+2.436600E+01,+3.417988E+00,-1.061452E+00
+2.440720E+01,+3.417965E+00,-1.061431E+00
+2.444840E+01,+3.417964E+00,-1.061404E+00
+2.448970E+01,+3.417948E+00,-1.061380E+00
+2.453090E+01,+3.417943E+00,-1.061380E+00
+2.457220E+01,+3.417928E+00,-1.061342E+00
+2.461340E+01,+3.417924E+00,-1.061301E+00
+2.465460E+01,+3.417909E+00,-1.061264E+00
+2.469580E+01,+3.417905E+00,-1.061249E+00
+2.473700E+01,+3.417873E+00,-1.061234E+00
+2.477830E+01,+3.417876E+00,-1.061211E+00
+2.481950E+01,+3.417860E+00,-1.061175E+00
+2.486070E+01,+3.417846E+00,-1.061135E+00
+2.490200E+01,+3.417839E+00,-1.061081E+00
+2.494320E+01,+3.417844E+00,-1.061046E+00
+2.498440E+01,+3.417814E+00,-1.061030E+00
+2.502560E+01,+3.417808E+00,-1.060998E+00
+2.506690E+01,+3.417780E+00,-1.060966E+00
+2.510810E+01,+3.417780E+00,-1.060938E+00
+2.514930E+01,+3.417776E+00,-1.060896E+00
+2.519060E+01,+3.417770E+00,-1.060866E+00
+2.523180E+01,+3.417747E+00,-1.060866E+00
+2.527300E+01,+3.417734E+00,-1.060834E+00
+2.531420E+01,+3.417734E+00,-1.060791E+00
+2.535540E+01,+3.417721E+00,-1.060793E+00
+2.539670E+01,+3.417695E+00,-1.060779E+00
+2.543790E+01,+3.417696E+00,-1.060739E+00
+2.547920E+01,+3.417681E+00,-1.060688E+00
+2.552040E+01,+3.417675E+00,-1.060660E+00
+2.556160E+01,+3.417660E+00,-1.060640E+00
+2.560290E+01,+3.417659E+00,-1.060610E+00
+2.564410E+01,+3.417632E+00,-1.060575E+00
+2.568530E+01,+3.417630E+00,-1.060541E+00
+2.572650E+01,+3.417609E+00,-1.060497E+00
+2.576780E+01,+3.417607E+00,-1.060485E+00
+2.580900E+01,+3.417598E+00,-1.060434E+00
+2.585020E+01,+3.417581E+00,-1.060392E+00
+2.589140E+01,+3.417588E+00,-1.060354E+00
+2.593260E+01,+3.417579E+00,-1.060327E+00
+2.597380E+01,+3.417560E+00,-1.060290E+00
+2.601500E+01,+3.417556E+00,-1.060255E+00
+2.605620E+01,+3.417545E+00,-1.060245E+00
+2.609750E+01,+3.417539E+00,-1.060195E+00
+2.613870E+01,+3.417527E+00,-1.060153E+00
+2.617990E+01,+3.417526E+00,-1.060125E+00
+2.622110E+01,+3.417499E+00,-1.060122E+00
+2.626230E+01,+3.417491E+00,-1.060079E+00
+2.630350E+01,+3.417488E+00,-1.060044E+00
+2.634480E+01,+3.417471E+00,-1.060038E+00
+2.638600E+01,+3.417446E+00,-1.060072E+00
+2.642720E+01,+3.417433E+00,-1.060054E+00
+2.646840E+01,+3.417414E+00,-1.060023E+00
+2.650960E+01,+3.417404E+00,-1.060025E+00
+2.655080E+01,+3.417382E+00,-1.060035E+00
+2.659200E+01,+3.417372E+00,-1.060005E+00
+2.663330E+01,+3.417367E+00,-1.059961E+00
+2.667450E+01,+3.417351E+00,-1.059965E+00
+2.671570E+01,+3.417332E+00,-1.059951E+00
+2.675700E+01,+3.417329E+00,-1.059806E+00
+2.679820E+01,+3.417332E+00,-1.059779E+00
+2.683940E+01,+3.417315E+00,-1.059818E+00
+2.688060E+01,+3.417298E+00,-1.059847E+00
+2.692190E+01,+3.417279E+00,-1.059832E+00
+2.696310E+01,+3.417264E+00,-1.059797E+00
+2.700430E+01,+3.417260E+00,-1.059767E+00
+2.704550E+01,+3.417251E+00,-1.059748E+00
+2.708680E+01,+3.417245E+00,-1.059692E+00
+2.712800E+01,+3.417236E+00,-1.059670E+00
+2.716920E+01,+3.417221E+00,-1.059649E+00
+2.721050E+01,+3.417203E+00,-1.059584E+00
+2.725170E+01,+3.417209E+00,-1.059556E+00
+2.729290E+01,+3.417207E+00,-1.059472E+00
+2.733420E+01,+3.417200E+00,-1.059518E+00
+2.737540E+01,+3.417166E+00,-1.059490E+00
+2.741670E+01,+3.417186E+00,-1.059401E+00
+2.745790E+01,+3.417164E+00,-1.059437E+00
+2.749910E+01,+3.417139E+00,-1.059417E+00
+2.754040E+01,+3.417116E+00,-1.059371E+00
+2.758160E+01,+3.417118E+00,-1.059361E+00
+2.762280E+01,+3.417097E+00,-1.059345E+00
+2.766410E+01,+3.417084E+00,-1.059294E+00
+2.770530E+01,+3.417089E+00,-1.059273E+00
+2.774650E+01,+3.417067E+00,-1.059241E+00
+2.778780E+01,+3.417048E+00,-1.059155E+00
+2.782900E+01,+3.417061E+00,-1.059160E+00
+2.787030E+01,+3.417034E+00,-1.059153E+00
+2.791150E+01,+3.417034E+00,-1.059094E+00
+2.795270E+01,+3.417029E+00,-1.059087E+00
+2.799400E+01,+3.417014E+00,-1.059078E+00
+2.803520E+01,+3.416993E+00,-1.059053E+00
+2.807650E+01,+3.416991E+00,-1.059015E+00
+2.811770E+01,+3.416978E+00,-1.058982E+00
+2.815890E+01,+3.416970E+00,-1.058898E+00
+2.820020E+01,+3.416961E+00,-1.058870E+00
+2.824140E+01,+3.416951E+00,-1.058859E+00
+2.828260E+01,+3.416929E+00,-1.058846E+00
+2.832390E+01,+3.416934E+00,-1.058835E+00
+2.836510E+01,+3.416908E+00,-1.058815E+00
+2.840630E+01,+3.416902E+00,-1.058819E+00
+2.844750E+01,+3.416885E+00,-1.058788E+00
+2.848880E+01,+3.416872E+00,-1.058741E+00
+2.853000E+01,+3.416866E+00,-1.058719E+00
+2.857120E+01,+3.416849E+00,-1.058681E+00
+2.861240E+01,+3.416851E+00,-1.058655E+00
+2.865370E+01,+3.416830E+00,-1.058568E+00
+2.869490E+01,+3.416845E+00,-1.058599E+00
+2.873610E+01,+3.416826E+00,-1.058624E+00
+2.877740E+01,+3.416801E+00,-1.058559E+00
+2.881860E+01,+3.416797E+00,-1.058548E+00
+2.885980E+01,+3.416771E+00,-1.058535E+00
+2.890100E+01,+3.416769E+00,-1.058515E+00
+2.894220E+01,+3.416743E+00,-1.058516E+00
+2.898350E+01,+3.416741E+00,-1.058511E+00
+2.902470E+01,+3.416724E+00,-1.058503E+00
+2.906590E+01,+3.416705E+00,-1.058503E+00
+2.910720E+01,+3.416686E+00,-1.058492E+00
+2.914840E+01,+3.416693E+00,-1.058464E+00
+2.918970E+01,+3.416680E+00,-1.058414E+00
+2.923090E+01,+3.416680E+00,-1.058398E+00
+2.927220E+01,+3.416650E+00,-1.058367E+00
+2.931340E+01,+3.416650E+00,-1.058340E+00
+2.935460E+01,+3.416633E+00,-1.058290E+00
+2.939590E+01,+3.416631E+00,-1.058262E+00
+2.943710E+01,+3.416631E+00,-1.058213E+00
+2.947830E+01,+3.416623E+00,-1.058181E+00
+2.951960E+01,+3.416600E+00,-1.058150E+00
+2.956080E+01,+3.416593E+00,-1.058129E+00
+2.960210E+01,+3.416589E+00,-1.058094E+00
+2.964330E+01,+3.416578E+00,-1.058066E+00
+2.968450E+01,+3.416568E+00,-1.058034E+00
+2.972580E+01,+3.416560E+00,-1.058000E+00
+2.976700E+01,+3.416564E+00,-1.057971E+00
+2.980820E+01,+3.416547E+00,-1.057938E+00
+2.984940E+01,+3.416536E+00,-1.057930E+00
+2.989060E+01,+3.416521E+00,-1.057879E+00
+2.993180E+01,+3.416517E+00,-1.057849E+00
+2.997300E+01,+3.416511E+00,-1.057836E+00
+3.001430E+01,+3.416487E+00,-1.057821E+00
+3.005550E+01,+3.416485E+00,-1.057803E+00
+3.009670E+01,+3.416462E+00,-1.057770E+00
+3.013790E+01,+3.416452E+00,-1.057746E+00
+3.017910E+01,+3.416464E+00,-1.057704E+00
+3.022030E+01,+3.416435E+00,-1.057720E+00
+3.026150E+01,+3.416414E+00,-1.057694E+00
+3.030270E+01,+3.416403E+00,-1.057672E+00
+3.034390E+01,+3.416401E+00,-1.057665E+00
+3.038510E+01,+3.416380E+00,-1.057671E+00
+3.042630E+01,+3.416375E+00,-1.057632E+00
+3.046750E+01,+3.416360E+00,-1.057617E+00
+3.050870E+01,+3.416346E+00,-1.057594E+00
+3.054990E+01,+3.416323E+00,-1.057584E+00
+3.059110E+01,+3.416329E+00,-1.057544E+00
+3.063230E+01,+3.416320E+00,-1.057508E+00
+3.067360E+01,+3.416318E+00,-1.057492E+00
+3.071480E+01,+3.416305E+00,-1.057456E+00
+3.075600E+01,+3.416301E+00,-1.057409E+00
+3.079720E+01,+3.416286E+00,-1.057394E+00
+3.083850E+01,+3.416269E+00,-1.057365E+00
+3.087970E+01,+3.416261E+00,-1.057336E+00
+3.092090E+01,+3.416257E+00,-1.057284E+00
+3.096220E+01,+3.416251E+00,-1.057271E+00
+3.100340E+01,+3.416231E+00,-1.057244E+00
+3.104460E+01,+3.416223E+00,-1.057231E+00
+3.108590E+01,+3.416206E+00,-1.057198E+00
+3.112710E+01,+3.416208E+00,-1.057156E+00
+3.116830E+01,+3.416202E+00,-1.057132E+00
+3.120960E+01,+3.416198E+00,-1.057111E+00
+3.125080E+01,+3.416182E+00,-1.057091E+00
+3.129210E+01,+3.416170E+00,-1.057051E+00
+3.133330E+01,+3.416176E+00,-1.057011E+00
+3.137460E+01,+3.416157E+00,-1.056992E+00
+3.141580E+01,+3.416130E+00,-1.057024E+00
+3.145710E+01,+3.416126E+00,-1.056960E+00
+3.149830E+01,+3.416140E+00,-1.056898E+00
+3.153950E+01,+3.416106E+00,-1.056996E+00
+3.158080E+01,+3.416075E+00,-1.056978E+00
+3.162200E+01,+3.416071E+00,-1.056940E+00
+3.166320E+01,+3.416060E+00,-1.056949E+00
+3.170450E+01,+3.416049E+00,-1.056954E+00
+3.174570E+01,+3.416032E+00,-1.056919E+00
+3.178690E+01,+3.416022E+00,-1.056898E+00
+3.182820E+01,+3.416009E+00,-1.056874E+00
+3.186940E+01,+3.416001E+00,-1.056852E+00
+3.191060E+01,+3.415994E+00,-1.056850E+00
+3.195190E+01,+3.415971E+00,-1.056847E+00
+3.199310E+01,+3.415962E+00,-1.056824E+00
+3.203440E+01,+3.415958E+00,-1.056776E+00
+3.207560E+01,+3.415939E+00,-1.056732E+00
+3.211680E+01,+3.415935E+00,-1.056705E+00
+3.215800E+01,+3.415929E+00,-1.056690E+00
+3.219930E+01,+3.415922E+00,-1.056684E+00
+3.224050E+01,+3.415905E+00,-1.056646E+00
+3.228170E+01,+3.415909E+00,-1.056536E+00
+3.232290E+01,+3.415918E+00,-1.056525E+00
+3.236420E+01,+3.415899E+00,-1.056587E+00
+3.240540E+01,+3.415870E+00,-1.056534E+00
+3.244660E+01,+3.415867E+00,-1.056432E+00
+3.248780E+01,+3.415863E+00,-1.056415E+00
+3.252910E+01,+3.415849E+00,-1.056389E+00
+3.257030E+01,+3.415848E+00,-1.056405E+00
+3.261150E+01,+3.415831E+00,-1.056414E+00
+3.265270E+01,+3.415827E+00,-1.056328E+00
+3.269400E+01,+3.415812E+00,-1.056280E+00
+3.273520E+01,+3.415829E+00,-1.056188E+00
+3.277640E+01,+3.415812E+00,-1.056200E+00
+3.281760E+01,+3.415793E+00,-1.056224E+00
+3.285890E+01,+3.415774E+00,-1.056216E+00
+3.290010E+01,+3.415753E+00,-1.056160E+00
+3.294130E+01,+3.415757E+00,-1.056133E+00
+3.298260E+01,+3.415759E+00,-1.056140E+00
+3.302380E+01,+3.415749E+00,-1.056106E+00
+3.306510E+01,+3.415741E+00,-1.056045E+00
+3.310630E+01,+3.415719E+00,-1.056019E+00
+3.314760E+01,+3.415725E+00,-1.055989E+00
+3.318880E+01,+3.415709E+00,-1.055987E+00
+3.323000E+01,+3.415696E+00,-1.056005E+00
+3.327130E+01,+3.415683E+00,-1.055985E+00
+3.331250E+01,+3.415673E+00,-1.055986E+00
+3.335370E+01,+3.415658E+00,-1.055974E+00
+3.339500E+01,+3.415654E+00,-1.055932E+00
+3.343620E+01,+3.415645E+00,-1.055902E+00
+3.347740E+01,+3.415626E+00,-1.055878E+00
+3.351870E+01,+3.415612E+00,-1.055821E+00
+3.355990E+01,+3.415605E+00,-1.055813E+00
+3.360120E+01,+3.415588E+00,-1.055811E+00
+3.364240E+01,+3.415586E+00,-1.055783E+00
+3.368360E+01,+3.415576E+00,-1.055753E+00
+3.372470E+01,+3.415576E+00,-1.055717E+00
+3.376590E+01,+3.415560E+00,-1.055705E+00
+3.380710E+01,+3.415557E+00,-1.055668E+00
+3.384840E+01,+3.415540E+00,-1.055644E+00
+3.388960E+01,+3.415531E+00,-1.055623E+00
+3.393080E+01,+3.415524E+00,-1.055594E+00
+3.397210E+01,+3.415516E+00,-1.055590E+00
+3.401330E+01,+3.415510E+00,-1.055590E+00
+3.405460E+01,+3.415501E+00,-1.055562E+00
+3.409580E+01,+3.415467E+00,-1.055554E+00
+3.413700E+01,+3.415471E+00,-1.055546E+00
+3.417830E+01,+3.415459E+00,-1.055520E+00
+3.421950E+01,+3.415448E+00,-1.055500E+00
+3.426070E+01,+3.415449E+00,-1.055506E+00
+3.430190E+01,+3.415425E+00,-1.055482E+00
+3.434320E+01,+3.415408E+00,-1.055478E+00
+3.438440E+01,+3.415398E+00,-1.055422E+00
+3.442560E+01,+3.415389E+00,-1.055400E+00
+3.446680E+01,+3.415380E+00,-1.055384E+00
+3.450800E+01,+3.415389E+00,-1.055360E+00
+3.454920E+01,+3.415381E+00,-1.055341E+00
+3.459050E+01,+3.415362E+00,-1.055320E+00
+3.463170E+01,+3.415339E+00,-1.055301E+00
+3.467290E+01,+3.415336E+00,-1.055277E+00
+3.471410E+01,+3.415330E+00,-1.055277E+00
+3.475530E+01,+3.415323E+00,-1.055251E+00
+3.479650E+01,+3.415307E+00,-1.055281E+00
+3.483770E+01,+3.415290E+00,-1.055232E+00
+3.487890E+01,+3.415281E+00,-1.055228E+00
+3.492010E+01,+3.415271E+00,-1.055203E+00
+3.496130E+01,+3.415258E+00,-1.055230E+00
+3.500250E+01,+3.415231E+00,-1.055183E+00
+3.504380E+01,+3.415230E+00,-1.055142E+00
+3.508500E+01,+3.415234E+00,-1.055128E+00
+3.512620E+01,+3.415218E+00,-1.055122E+00
+3.516740E+01,+3.415215E+00,-1.055109E+00
+3.520860E+01,+3.415199E+00,-1.055099E+00
+3.524990E+01,+3.415182E+00,-1.055078E+00
+3.529110E+01,+3.415174E+00,-1.055047E+00
+3.533230E+01,+3.415165E+00,-1.055004E+00
+3.537350E+01,+3.415156E+00,-1.054968E+00
+3.541470E+01,+3.415137E+00,-1.054927E+00
+3.545600E+01,+3.415135E+00,-1.054891E+00
+3.549720E+01,+3.415144E+00,-1.054847E+00
+3.553840E+01,+3.415120E+00,-1.054879E+00
+3.557960E+01,+3.415110E+00,-1.054806E+00
+3.562090E+01,+3.415108E+00,-1.054806E+00
+3.566210E+01,+3.415076E+00,-1.054850E+00
+3.570330E+01,+3.415070E+00,-1.054823E+00
+3.574450E+01,+3.415053E+00,-1.054808E+00
+3.578580E+01,+3.415050E+00,-1.054785E+00
+3.582700E+01,+3.415044E+00,-1.054771E+00
+3.586820E+01,+3.415034E+00,-1.054762E+00
+3.590950E+01,+3.415030E+00,-1.054751E+00
+3.595070E+01,+3.415011E+00,-1.054738E+00
+3.599190E+01,+3.415002E+00,-1.054724E+00
+3.603310E+01,+3.414989E+00,-1.054669E+00
+3.607440E+01,+3.414983E+00,-1.054649E+00
+3.611560E+01,+3.414974E+00,-1.054621E+00
+3.615690E+01,+3.414974E+00,-1.054554E+00
+3.619810E+01,+3.414960E+00,-1.054606E+00
+3.623930E+01,+3.414939E+00,-1.054608E+00
+3.628060E+01,+3.414930E+00,-1.054560E+00
+3.632180E+01,+3.414924E+00,-1.054525E+00
+3.636300E+01,+3.414913E+00,-1.054495E+00
+3.640420E+01,+3.414913E+00,-1.054486E+00
+3.644550E+01,+3.414906E+00,-1.054386E+00
+3.648670E+01,+3.414886E+00,-1.054466E+00
+3.652790E+01,+3.414881E+00,-1.054460E+00
+3.656910E+01,+3.414869E+00,-1.054391E+00
+3.661040E+01,+3.414875E+00,-1.054337E+00
+3.665160E+01,+3.414869E+00,-1.054314E+00
+3.669280E+01,+3.414833E+00,-1.054320E+00
+3.673400E+01,+3.414831E+00,-1.054345E+00
+3.677530E+01,+3.414814E+00,-1.054323E+00
+3.681650E+01,+3.414818E+00,-1.054295E+00
+3.685770E+01,+3.414795E+00,-1.054289E+00
+3.689900E+01,+3.414777E+00,-1.054280E+00
+3.694020E+01,+3.414773E+00,-1.054260E+00
+3.698140E+01,+3.414769E+00,-1.054233E+00
+3.702270E+01,+3.414761E+00,-1.054211E+00
+3.706390E+01,+3.414741E+00,-1.054215E+00
+3.710520E+01,+3.414738E+00,-1.054199E+00
+3.714640E+01,+3.414731E+00,-1.054159E+00
+3.718760E+01,+3.414716E+00,-1.054172E+00
+3.722890E+01,+3.414691E+00,-1.054181E+00
+3.727010E+01,+3.414691E+00,-1.054151E+00
+3.731130E+01,+3.414680E+00,-1.054115E+00
+3.735260E+01,+3.414672E+00,-1.054048E+00
+3.739380E+01,+3.414674E+00,-1.054062E+00
+3.743510E+01,+3.414649E+00,-1.054073E+00
+3.747630E+01,+3.414642E+00,-1.054043E+00
+3.751750E+01,+3.414642E+00,-1.054006E+00
+3.755880E+01,+3.414625E+00,-1.053982E+00
+3.760000E+01,+3.414615E+00,-1.053957E+00
+3.764120E+01,+3.414615E+00,-1.053916E+00
+3.768250E+01,+3.414615E+00,-1.053888E+00
+3.772370E+01,+3.414604E+00,-1.053771E+00
+3.776500E+01,+3.414596E+00,-1.053807E+00
+3.780620E+01,+3.414581E+00,-1.053791E+00
+3.784740E+01,+3.414573E+00,-1.053750E+00
+3.788870E+01,+3.414573E+00,-1.053695E+00
+3.792990E+01,+3.414576E+00,-1.053688E+00
+3.797110E+01,+3.414555E+00,-1.053669E+00
+3.801230E+01,+3.414558E+00,-1.053641E+00
+3.805360E+01,+3.414545E+00,-1.053558E+00
+3.809480E+01,+3.414557E+00,-1.053571E+00
+3.813600E+01,+3.414517E+00,-1.053600E+00
+3.817720E+01,+3.414507E+00,-1.053568E+00
+3.821850E+01,+3.414507E+00,-1.053545E+00
+3.825970E+01,+3.414488E+00,-1.053543E+00
+3.830090E+01,+3.414477E+00,-1.053528E+00
+3.834210E+01,+3.414477E+00,-1.053493E+00
+3.838340E+01,+3.414468E+00,-1.053479E+00
+3.842460E+01,+3.414465E+00,-1.053384E+00
+3.846580E+01,+3.414468E+00,-1.053439E+00
+3.850710E+01,+3.414433E+00,-1.053421E+00
+3.854830E+01,+3.414431E+00,-1.053393E+00
+3.858950E+01,+3.414422E+00,-1.053372E+00
+3.863070E+01,+3.414416E+00,-1.053355E+00
+3.867200E+01,+3.414412E+00,-1.053319E+00
+3.871320E+01,+3.414392E+00,-1.053311E+00
+3.875440E+01,+3.414376E+00,-1.053301E+00
+3.879560E+01,+3.414375E+00,-1.053273E+00
+3.883680E+01,+3.414363E+00,-1.053242E+00
+3.887800E+01,+3.414354E+00,-1.053212E+00
+3.891930E+01,+3.414340E+00,-1.053240E+00
+3.896050E+01,+3.414325E+00,-1.053233E+00
+3.900170E+01,+3.414331E+00,-1.053206E+00
+3.904300E+01,+3.414323E+00,-1.053189E+00
+3.908420E+01,+3.414291E+00,-1.053201E+00
+3.912540E+01,+3.414300E+00,-1.053085E+00
+3.916670E+01,+3.414308E+00,-1.053114E+00
+3.920790E+01,+3.414284E+00,-1.053163E+00
+3.924920E+01,+3.414251E+00,-1.053165E+00
+3.929040E+01,+3.414231E+00,-1.053146E+00
+3.933160E+01,+3.414225E+00,-1.053152E+00
+3.937290E+01,+3.414225E+00,-1.053139E+00
+3.941410E+01,+3.414206E+00,-1.053116E+00
+3.945530E+01,+3.414198E+00,-1.053112E+00
+3.949660E+01,+3.414200E+00,-1.053046E+00
+3.953780E+01,+3.414198E+00,-1.053062E+00
+3.957910E+01,+3.414179E+00,-1.053049E+00
+3.962030E+01,+3.414158E+00,-1.053106E+00
+3.966160E+01,+3.414135E+00,-1.053089E+00
+3.970280E+01,+3.414135E+00,-1.053040E+00
+3.974400E+01,+3.414111E+00,-1.053055E+00
+3.978530E+01,+3.414115E+00,-1.053003E+00
+3.982650E+01,+3.414107E+00,-1.052944E+00
+3.986770E+01,+3.414109E+00,-1.052937E+00
+3.990900E+01,+3.414088E+00,-1.052916E+00
+3.995020E+01,+3.414088E+00,-1.052926E+00
+3.999140E+01,+3.414066E+00,-1.052918E+00
+4.003270E+01,+3.414052E+00,-1.052897E+00
+4.007390E+01,+3.414043E+00,-1.052884E+00
+4.011510E+01,+3.414045E+00,-1.052855E+00
+4.015630E+01,+3.414035E+00,-1.052824E+00
+4.019760E+01,+3.414026E+00,-1.052812E+00
+4.023880E+01,+3.414001E+00,-1.052804E+00
+4.028000E+01,+3.413997E+00,-1.052788E+00
+4.032120E+01,+3.413999E+00,-1.052765E+00
+4.036240E+01,+3.413994E+00,-1.052758E+00
+4.040360E+01,+3.413965E+00,-1.052758E+00
+4.044480E+01,+3.413963E+00,-1.052729E+00
+4.048610E+01,+3.413957E+00,-1.052720E+00
+4.052730E+01,+3.413950E+00,-1.052710E+00
+4.056850E+01,+3.413933E+00,-1.052676E+00
+4.060970E+01,+3.413927E+00,-1.052633E+00
+4.065090E+01,+3.413923E+00,-1.052607E+00
+4.069210E+01,+3.413912E+00,-1.052577E+00
+4.073330E+01,+3.413903E+00,-1.052589E+00
+4.077450E+01,+3.413891E+00,-1.052534E+00
+4.081570E+01,+3.413893E+00,-1.052518E+00
+4.085690E+01,+3.413872E+00,-1.052505E+00
+4.089810E+01,+3.413874E+00,-1.052470E+00
+4.093940E+01,+3.413874E+00,-1.052423E+00
+4.098050E+01,+3.413853E+00,-1.052397E+00
+4.102180E+01,+3.413853E+00,-1.052361E+00
+4.106300E+01,+3.413843E+00,-1.052348E+00
+4.110420E+01,+3.413829E+00,-1.052328E+00
+4.114540E+01,+3.413830E+00,-1.052320E+00
+4.118660E+01,+3.413819E+00,-1.052315E+00
+4.122780E+01,+3.413817E+00,-1.052288E+00
+4.128990E+01,+3.413774E+00,-1.052261E+00
+4.133110E+01,+3.413787E+00,-1.052244E+00
+4.137230E+01,+3.413771E+00,-1.052231E+00
+4.141350E+01,+3.413771E+00,-1.052208E+00
+4.145480E+01,+3.413745E+00,-1.052205E+00
+4.149600E+01,+3.413741E+00,-1.052193E+00
+4.153730E+01,+3.413735E+00,-1.052176E+00
+4.157850E+01,+3.413715E+00,-1.052168E+00
+4.161970E+01,+3.413705E+00,-1.052140E+00
+4.166100E+01,+3.413696E+00,-1.052118E+00
+4.170220E+01,+3.413690E+00,-1.052109E+00
+4.174350E+01,+3.413686E+00,-1.052103E+00
+4.178470E+01,+3.413677E+00,-1.052069E+00
+4.182590E+01,+3.413684E+00,-1.051984E+00
+4.186720E+01,+3.413667E+00,-1.052016E+00
+4.190840E+01,+3.413643E+00,-1.052036E+00
+4.194960E+01,+3.413633E+00,-1.052044E+00
+4.199090E+01,+3.413624E+00,-1.051999E+00
+4.203210E+01,+3.413627E+00,-1.051976E+00
+4.207330E+01,+3.413609E+00,-1.051966E+00
+4.211460E+01,+3.413606E+00,-1.051974E+00
+4.215580E+01,+3.413586E+00,-1.051951E+00
+4.219700E+01,+3.413582E+00,-1.051911E+00
+4.223830E+01,+3.413574E+00,-1.051885E+00
+4.227950E+01,+3.413573E+00,-1.051851E+00
+4.232070E+01,+3.413561E+00,-1.051807E+00
+4.236200E+01,+3.413557E+00,-1.051801E+00
+4.240320E+01,+3.413553E+00,-1.051773E+00
+4.244450E+01,+3.413542E+00,-1.051763E+00
+4.248570E+01,+3.413538E+00,-1.051744E+00
+4.252690E+01,+3.413531E+00,-1.051721E+00
+4.256810E+01,+3.413517E+00,-1.051672E+00
