time_s,voltage_V,current_A
+1.974870E+01,+3.396750E+00,-1.037838E+00
+1.978990E+01,+3.396746E+00,-1.037843E+00
+1.983120E+01,+3.396733E+00,-1.037850E+00
+1.987240E+01,+3.396727E+00,-1.037851E+00
+1.991370E+01,+3.396727E+00,-1.037843E+00
+1.995490E+01,+3.396708E+00,-1.037840E+00
+1.999610E+01,+3.396706E+00,-1.037842E+00
+2.003740E+01,+3.396712E+00,-1.037823E+00
+2.007860E+01,+3.396704E+00,-1.037816E+00
+2.011990E+01,+3.396695E+00,-1.037796E+00
+2.016110E+01,+3.396704E+00,-1.037778E+00
+2.020240E+01,+3.396691E+00,-1.037809E+00
+2.024360E+01,+3.396679E+00,-1.037837E+00
+2.028480E+01,+3.396682E+00,-1.037812E+00
+2.032610E+01,+3.396678E+00,-1.037816E+00
+2.036730E+01,+3.396659E+00,-1.037813E+00
+2.040850E+01,+3.396647E+00,-1.037812E+00
+2.044980E+01,+3.396649E+00,-1.037720E+00
+2.049100E+01,+3.396640E+00,-1.037897E+00
+2.053220E+01,+3.396613E+00,-1.037797E+00
+2.057350E+01,+3.396619E+00,-1.037767E+00
+2.061470E+01,+3.396617E+00,-1.037830E+00
+2.065590E+01,+3.396604E+00,-1.037820E+00
+2.069710E+01,+3.396606E+00,-1.037768E+00
+2.073840E+01,+3.396611E+00,-1.037756E+00
+2.077960E+01,+3.396613E+00,-1.037769E+00
+2.082090E+01,+3.396606E+00,-1.037728E+00
+2.086210E+01,+3.396598E+00,-1.037757E+00
+2.090330E+01,+3.396598E+00,-1.037757E+00
+2.094450E+01,+3.396545E+00,-1.037790E+00
+2.098580E+01,+3.396562E+00,-1.037801E+00
+2.102700E+01,+3.396560E+00,-1.037721E+00
+2.106820E+01,+3.396566E+00,-1.037749E+00
+2.110950E+01,+3.396556E+00,-1.037733E+00
+2.115070E+01,+3.396549E+00,-1.037620E+00
+2.119190E+01,+3.396571E+00,-1.037489E+00
+2.123320E+01,+3.396594E+00,-1.037412E+00
+2.127440E+01,+3.396606E+00,-1.037320E+00
+2.131560E+01,+3.396617E+00,-1.037136E+00
+2.135680E+01,+3.396643E+00,-1.037244E+00
+2.139810E+01,+3.396590E+00,-1.037487E+00
+2.143930E+01,+3.396547E+00,-1.037608E+00
+2.148050E+01,+3.396522E+00,-1.037697E+00
+2.152180E+01,+3.396503E+00,-1.037712E+00
+2.156300E+01,+3.396488E+00,-1.037773E+00
+2.160420E+01,+3.396488E+00,-1.037797E+00
+2.164540E+01,+3.396463E+00,-1.037823E+00
+2.168670E+01,+3.396463E+00,-1.037812E+00
+2.172790E+01,+3.396458E+00,-1.037833E+00
+2.176910E+01,+3.396445E+00,-1.037809E+00
+2.181030E+01,+3.396454E+00,-1.037748E+00
+2.185160E+01,+3.396433E+00,-1.037812E+00
+2.189280E+01,+3.396427E+00,-1.037772E+00
+2.193400E+01,+3.396420E+00,-1.037802E+00
+2.197520E+01,+3.396424E+00,-1.037820E+00
+2.201650E+01,+3.396405E+00,-1.037870E+00
+2.205770E+01,+3.396389E+00,-1.037875E+00
+2.209890E+01,+3.396384E+00,-1.037852E+00
+2.214010E+01,+3.396393E+00,-1.037842E+00
+2.218140E+01,+3.396391E+00,-1.037858E+00
+2.222260E+01,+3.396374E+00,-1.037826E+00
+2.226380E+01,+3.396388E+00,-1.037784E+00
+2.230500E+01,+3.396376E+00,-1.037866E+00
+2.234630E+01,+3.396374E+00,-1.037820E+00
+2.238750E+01,+3.396365E+00,-1.037799E+00
+2.242870E+01,+3.396359E+00,-1.037823E+00
+2.247000E+01,+3.396340E+00,-1.037793E+00
+2.251120E+01,+3.396350E+00,-1.037765E+00
+2.255240E+01,+3.396350E+00,-1.037757E+00
+2.259360E+01,+3.396337E+00,-1.037739E+00
+2.263480E+01,+3.396346E+00,-1.037705E+00
+2.267610E+01,+3.396342E+00,-1.037687E+00
+2.271730E+01,+3.396329E+00,-1.037650E+00
+2.275850E+01,+3.396350E+00,-1.037626E+00
+2.279970E+01,+3.396340E+00,-1.037618E+00
+2.284090E+01,+3.396342E+00,-1.037624E+00
+2.288220E+01,+3.396342E+00,-1.037552E+00
+2.292340E+01,+3.396329E+00,-1.037588E+00
+2.296460E+01,+3.396337E+00,-1.037598E+00
+2.300580E+01,+3.396312E+00,-1.037577E+00
+2.304710E+01,+3.396308E+00,-1.037525E+00
+2.308830E+01,+3.396306E+00,-1.037488E+00
+2.312960E+01,+3.396316E+00,-1.037510E+00
+2.317080E+01,+3.396308E+00,-1.037476E+00
+2.321200E+01,+3.396278E+00,-1.037568E+00
+2.325330E+01,+3.396272E+00,-1.037592E+00
+2.329450E+01,+3.396262E+00,-1.037618E+00
+2.333580E+01,+3.396268E+00,-1.037549E+00
+2.337700E+01,+3.396262E+00,-1.037598E+00
+2.341820E+01,+3.396251E+00,-1.037578E+00
+2.345950E+01,+3.396257E+00,-1.037529E+00
+2.350070E+01,+3.396253E+00,-1.037573E+00
+2.354200E+01,+3.396245E+00,-1.037579E+00
+2.358320E+01,+3.396232E+00,-1.037562E+00
+2.362440E+01,+3.396223E+00,-1.037549E+00
+2.366570E+01,+3.396238E+00,-1.037554E+00
+2.370690E+01,+3.396226E+00,-1.037557E+00
+2.374820E+01,+3.396224E+00,-1.037548E+00
+2.378940E+01,+3.396219E+00,-1.037509E+00
+2.383060E+01,+3.396202E+00,-1.037549E+00
+2.387190E+01,+3.396179E+00,-1.037560E+00
+2.391310E+01,+3.396168E+00,-1.037544E+00
+2.395430E+01,+3.396185E+00,-1.037494E+00
+2.399560E+01,+3.396194E+00,-1.037428E+00
+2.403680E+01,+3.396190E+00,-1.037439E+00
+2.407810E+01,+3.396183E+00,-1.037458E+00
+2.411930E+01,+3.396168E+00,-1.037516E+00
+2.416050E+01,+3.396156E+00,-1.037513E+00
+2.420170E+01,+3.396162E+00,-1.037475E+00
+2.424300E+01,+3.396149E+00,-1.037473E+00
+2.428420E+01,+3.396143E+00,-1.037553E+00
+2.432540E+01,+3.396122E+00,-1.037428E+00
+2.436650E+01,+3.396154E+00,-1.037408E+00
+2.440770E+01,+3.396141E+00,-1.037421E+00
+2.444900E+01,+3.396132E+00,-1.037424E+00
+2.449020E+01,+3.396120E+00,-1.037414E+00
+2.453140E+01,+3.396137E+00,-1.037406E+00
+2.457270E+01,+3.396111E+00,-1.037481E+00
+2.461390E+01,+3.396096E+00,-1.037456E+00
+2.465520E+01,+3.396107E+00,-1.037470E+00
+2.469640E+01,+3.396097E+00,-1.037458E+00
+2.473760E+01,+3.396079E+00,-1.037446E+00
+2.477880E+01,+3.396094E+00,-1.037398E+00
+2.482010E+01,+3.396079E+00,-1.037426E+00
+2.486130E+01,+3.396080E+00,-1.037331E+00
+2.490250E+01,+3.396082E+00,-1.037402E+00
+2.494370E+01,+3.396084E+00,-1.037361E+00
+2.498500E+01,+3.396064E+00,-1.037430E+00
+2.502620E+01,+3.396037E+00,-1.037362E+00
+2.506740E+01,+3.396064E+00,-1.037359E+00
+2.510860E+01,+3.396061E+00,-1.037333E+00
+2.514990E+01,+3.396039E+00,-1.037353E+00
+2.519110E+01,+3.396041E+00,-1.037308E+00
+2.523230E+01,+3.396044E+00,-1.037311E+00
+2.527360E+01,+3.396044E+00,-1.037312E+00
+2.531480E+01,+3.396043E+00,-1.037278E+00
+2.535600E+01,+3.396020E+00,-1.037324E+00
+2.539720E+01,+3.396020E+00,-1.037327E+00
+2.543850E+01,+3.396014E+00,-1.037332E+00
+2.547970E+01,+3.396008E+00,-1.037255E+00
+2.552090E+01,+3.396012E+00,-1.037351E+00
+2.556220E+01,+3.395986E+00,-1.037367E+00
+2.560340E+01,+3.395980E+00,-1.037347E+00
+2.564460E+01,+3.395984E+00,-1.037359E+00
+2.568580E+01,+3.395959E+00,-1.037375E+00
+2.572700E+01,+3.395953E+00,-1.037352E+00
+2.576830E+01,+3.395961E+00,-1.037373E+00
+2.580950E+01,+3.395936E+00,-1.037361E+00
+2.585070E+01,+3.395946E+00,-1.037328E+00
+2.589190E+01,+3.395931E+00,-1.037367E+00
+2.593320E+01,+3.395916E+00,-1.037424E+00
+2.597440E+01,+3.395900E+00,-1.037422E+00
+2.601560E+01,+3.395906E+00,-1.037384E+00
+2.605680E+01,+3.395904E+00,-1.037383E+00
+2.609810E+01,+3.395917E+00,-1.037383E+00
+2.613930E+01,+3.395900E+00,-1.037365E+00
+2.618050E+01,+3.395900E+00,-1.037389E+00
+2.622170E+01,+3.395889E+00,-1.037380E+00
+2.626300E+01,+3.395891E+00,-1.037413E+00
+2.630420E+01,+3.395876E+00,-1.037426E+00
+2.634550E+01,+3.395860E+00,-1.037421E+00
+2.638670E+01,+3.395868E+00,-1.037342E+00
+2.642800E+01,+3.395866E+00,-1.037394E+00
+2.646920E+01,+3.395847E+00,-1.037410E+00
+2.651050E+01,+3.395828E+00,-1.037424E+00
+2.655170E+01,+3.395821E+00,-1.037453E+00
+2.659290E+01,+3.395815E+00,-1.037428E+00
+2.663420E+01,+3.395817E+00,-1.037413E+00
+2.667540E+01,+3.395808E+00,-1.037417E+00
+2.671670E+01,+3.395808E+00,-1.037388E+00
+2.675790E+01,+3.395821E+00,-1.037366E+00
+2.679910E+01,+3.395809E+00,-1.037347E+00
+2.684040E+01,+3.395808E+00,-1.037349E+00
+2.688160E+01,+3.395802E+00,-1.037350E+00
+2.692280E+01,+3.395794E+00,-1.037360E+00
+2.696410E+01,+3.395800E+00,-1.037354E+00
+2.700530E+01,+3.395788E+00,-1.037336E+00
+2.704660E+01,+3.395791E+00,-1.037349E+00
+2.708780E+01,+3.395779E+00,-1.037311E+00
+2.712910E+01,+3.395772E+00,-1.037300E+00
+2.717030E+01,+3.395770E+00,-1.037313E+00
+2.721160E+01,+3.395747E+00,-1.037321E+00
+2.725280E+01,+3.395760E+00,-1.037304E+00
+2.729400E+01,+3.395747E+00,-1.037303E+00
+2.733530E+01,+3.395747E+00,-1.037295E+00
+2.737650E+01,+3.395734E+00,-1.037277E+00
+2.741770E+01,+3.395737E+00,-1.037258E+00
+2.745890E+01,+3.395734E+00,-1.037231E+00
+2.750020E+01,+3.395737E+00,-1.037240E+00
+2.754140E+01,+3.395741E+00,-1.037237E+00
+2.758270E+01,+3.395711E+00,-1.037240E+00
+2.762390E+01,+3.395713E+00,-1.037221E+00
+2.766510E+01,+3.395707E+00,-1.037202E+00
+2.770630E+01,+3.395713E+00,-1.037192E+00
+2.774760E+01,+3.395716E+00,-1.037173E+00
+2.778880E+01,+3.395698E+00,-1.037190E+00
+2.783000E+01,+3.395692E+00,-1.037205E+00
+2.787130E+01,+3.395679E+00,-1.037224E+00
+2.791250E+01,+3.395665E+00,-1.037250E+00
+2.795370E+01,+3.395652E+00,-1.037285E+00
+2.799490E+01,+3.395654E+00,-1.037316E+00
+2.803620E+01,+3.395643E+00,-1.037323E+00
+2.807740E+01,+3.395639E+00,-1.037300E+00
+2.811860E+01,+3.395618E+00,-1.037313E+00
+2.815990E+01,+3.395626E+00,-1.037331E+00
+2.820110E+01,+3.395608E+00,-1.037320E+00
+2.824230E+01,+3.395608E+00,-1.037308E+00
+2.828350E+01,+3.395612E+00,-1.037304E+00
+2.832480E+01,+3.395620E+00,-1.037275E+00
+2.836600E+01,+3.395608E+00,-1.037242E+00
+2.840720E+01,+3.395595E+00,-1.037238E+00
+2.844850E+01,+3.395590E+00,-1.037272E+00
+2.848970E+01,+3.395590E+00,-1.037233E+00
+2.853090E+01,+3.395593E+00,-1.037233E+00
+2.857210E+01,+3.395571E+00,-1.037235E+00
+2.861340E+01,+3.395576E+00,-1.037216E+00
+2.865460E+01,+3.395574E+00,-1.037196E+00
+2.869580E+01,+3.395563E+00,-1.037183E+00
+2.873700E+01,+3.395576E+00,-1.037134E+00
+2.877820E+01,+3.395580E+00,-1.037104E+00
+2.881940E+01,+3.395578E+00,-1.037070E+00
+2.886060E+01,+3.395569E+00,-1.037070E+00
+2.890180E+01,+3.395567E+00,-1.037088E+00
+2.894300E+01,+3.395548E+00,-1.037074E+00
+2.898420E+01,+3.395555E+00,-1.037059E+00
+2.902540E+01,+3.395574E+00,-1.036951E+00
+2.906660E+01,+3.395569E+00,-1.036926E+00
+2.910780E+01,+3.395555E+00,-1.036984E+00
+2.914910E+01,+3.395530E+00,-1.037095E+00
+2.919030E+01,+3.395515E+00,-1.037070E+00
+2.923150E+01,+3.395517E+00,-1.037067E+00
+2.927270E+01,+3.395510E+00,-1.037085E+00
+2.931390E+01,+3.395502E+00,-1.037087E+00
+2.935510E+01,+3.395494E+00,-1.037065E+00
+2.939630E+01,+3.395497E+00,-1.037067E+00
+2.943750E+01,+3.395493E+00,-1.037034E+00
+2.947870E+01,+3.395494E+00,-1.036991E+00
+2.951990E+01,+3.395493E+00,-1.036991E+00
+2.956110E+01,+3.395491E+00,-1.037010E+00
+2.960230E+01,+3.395478E+00,-1.037003E+00
+2.964350E+01,+3.395474E+00,-1.037008E+00
+2.968470E+01,+3.395474E+00,-1.036986E+00
+2.972590E+01,+3.395468E+00,-1.036996E+00
+2.976710E+01,+3.395457E+00,-1.036992E+00
+2.980840E+01,+3.395461E+00,-1.036995E+00
+2.984960E+01,+3.395457E+00,-1.037014E+00
+2.989080E+01,+3.395436E+00,-1.037027E+00
+2.993200E+01,+3.395419E+00,-1.037059E+00
+2.997320E+01,+3.395417E+00,-1.037063E+00
+3.001440E+01,+3.395415E+00,-1.037060E+00
+3.005560E+01,+3.395389E+00,-1.037066E+00
+3.009680E+01,+3.395407E+00,-1.037066E+00
+3.013800E+01,+3.395398E+00,-1.037056E+00
+3.017920E+01,+3.395385E+00,-1.037021E+00
+3.022040E+01,+3.395389E+00,-1.037013E+00
+3.026170E+01,+3.395390E+00,-1.037023E+00
+3.030290E+01,+3.395373E+00,-1.037004E+00
+3.034410E+01,+3.395381E+00,-1.036994E+00
+3.038530E+01,+3.395383E+00,-1.036968E+00
+3.042650E+01,+3.395370E+00,-1.036945E+00
+3.046780E+01,+3.395381E+00,-1.036914E+00
+3.050900E+01,+3.395379E+00,-1.036890E+00
+3.055020E+01,+3.395362E+00,-1.036896E+00
+3.059140E+01,+3.395360E+00,-1.036884E+00
+3.063260E+01,+3.395360E+00,-1.036870E+00
+3.067390E+01,+3.395347E+00,-1.036849E+00
+3.071510E+01,+3.395347E+00,-1.036837E+00
+3.075630E+01,+3.395349E+00,-1.036827E+00
+3.079760E+01,+3.395349E+00,-1.036807E+00
+3.083880E+01,+3.395343E+00,-1.036768E+00
+3.088000E+01,+3.395356E+00,-1.036709E+00
+3.092120E+01,+3.395354E+00,-1.036716E+00
+3.096250E+01,+3.395339E+00,-1.036753E+00
+3.100370E+01,+3.395322E+00,-1.036765E+00
+3.104490E+01,+3.395326E+00,-1.036760E+00
+3.108610E+01,+3.395316E+00,-1.036755E+00
+3.112740E+01,+3.395305E+00,-1.036745E+00
+3.116860E+01,+3.395295E+00,-1.036721E+00
+3.120980E+01,+3.395292E+00,-1.036700E+00
+3.125100E+01,+3.395301E+00,-1.036702E+00
+3.129230E+01,+3.395292E+00,-1.036694E+00
+3.133350E+01,+3.395292E+00,-1.036676E+00
+3.137470E+01,+3.395284E+00,-1.036681E+00
+3.141590E+01,+3.395295E+00,-1.036658E+00
+3.145710E+01,+3.395288E+00,-1.036608E+00
+3.149840E+01,+3.395280E+00,-1.036609E+00
+3.153960E+01,+3.395277E+00,-1.036604E+00
+3.158080E+01,+3.395269E+00,-1.036591E+00
+3.162200E+01,+3.395273E+00,-1.036580E+00
+3.166330E+01,+3.395284E+00,-1.036480E+00
+3.170450E+01,+3.395275E+00,-1.036523E+00
+3.174580E+01,+3.395273E+00,-1.036550E+00
+3.178700E+01,+3.395257E+00,-1.036540E+00
+3.182820E+01,+3.395262E+00,-1.036514E+00
+3.186950E+01,+3.395246E+00,-1.036523E+00
+3.191070E+01,+3.395235E+00,-1.036532E+00
+3.195200E+01,+3.395225E+00,-1.036536E+00
+3.199320E+01,+3.395229E+00,-1.036553E+00
+3.203440E+01,+3.395210E+00,-1.036578E+00
+3.207560E+01,+3.395206E+00,-1.036584E+00
+3.211690E+01,+3.395208E+00,-1.036580E+00
+3.215810E+01,+3.395197E+00,-1.036565E+00
+3.219930E+01,+3.395184E+00,-1.036587E+00
+3.224060E+01,+3.395180E+00,-1.036599E+00
+3.228180E+01,+3.395170E+00,-1.036620E+00
+3.232300E+01,+3.395172E+00,-1.036612E+00
+3.236420E+01,+3.395165E+00,-1.036626E+00
+3.240540E+01,+3.395169E+00,-1.036622E+00
+3.244660E+01,+3.395149E+00,-1.036587E+00
+3.248780E+01,+3.395149E+00,-1.036593E+00
+3.252910E+01,+3.395140E+00,-1.036586E+00
+3.257030E+01,+3.395144E+00,-1.036581E+00
+3.261150E+01,+3.395134E+00,-1.036571E+00
+3.265280E+01,+3.395108E+00,-1.036578E+00
+3.269400E+01,+3.395119E+00,-1.036580E+00
+3.273520E+01,+3.395125E+00,-1.036581E+00
+3.277640E+01,+3.395110E+00,-1.036595E+00
+3.281760E+01,+3.395100E+00,-1.036575E+00
+3.285890E+01,+3.395097E+00,-1.036562E+00
+3.290010E+01,+3.395089E+00,-1.036553E+00
+3.294130E+01,+3.395093E+00,-1.036541E+00
+3.298260E+01,+3.395089E+00,-1.036536E+00
+3.302380E+01,+3.395087E+00,-1.036534E+00
+3.306510E+01,+3.395077E+00,-1.036537E+00
+3.310630E+01,+3.395074E+00,-1.036544E+00
+3.314750E+01,+3.395053E+00,-1.036532E+00
+3.318870E+01,+3.395051E+00,-1.036514E+00
+3.323000E+01,+3.395053E+00,-1.036507E+00
+3.327120E+01,+3.395049E+00,-1.036493E+00
+3.331240E+01,+3.395040E+00,-1.036479E+00
+3.335370E+01,+3.395034E+00,-1.036474E+00
+3.339490E+01,+3.395034E+00,-1.036437E+00
+3.343610E+01,+3.395045E+00,-1.036396E+00
+3.347740E+01,+3.395036E+00,-1.036395E+00
+3.351860E+01,+3.395040E+00,-1.036396E+00
+3.355980E+01,+3.395049E+00,-1.036358E+00
+3.360100E+01,+3.395034E+00,-1.036371E+00
+3.364230E+01,+3.395015E+00,-1.036410E+00
+3.368350E+01,+3.395011E+00,-1.036425E+00
+3.372470E+01,+3.395007E+00,-1.036430E+00
+3.376590E+01,+3.395000E+00,-1.036434E+00
+3.380720E+01,+3.394977E+00,-1.036448E+00
+3.384840E+01,+3.394983E+00,-1.036475E+00
+3.388960E+01,+3.394960E+00,-1.036466E+00
+3.393090E+01,+3.394960E+00,-1.036466E+00
+3.397210E+01,+3.394947E+00,-1.036469E+00
+3.401330E+01,+3.394948E+00,-1.036492E+00
+3.405450E+01,+3.394932E+00,-1.036494E+00
+3.409580E+01,+3.394929E+00,-1.036509E+00
+3.413700E+01,+3.394926E+00,-1.036473E+00
+3.417820E+01,+3.394933E+00,-1.036504E+00
+3.421940E+01,+3.394909E+00,-1.036543E+00
+3.426060E+01,+3.394912E+00,-1.036560E+00
+3.430190E+01,+3.394905E+00,-1.036588E+00
+3.434310E+01,+3.394886E+00,-1.036611E+00
+3.438430E+01,+3.394867E+00,-1.036635E+00
+3.442550E+01,+3.394860E+00,-1.036687E+00
+3.446670E+01,+3.394846E+00,-1.036686E+00
+3.450800E+01,+3.394831E+00,-1.036686E+00
+3.454920E+01,+3.394837E+00,-1.036689E+00
+3.459040E+01,+3.394824E+00,-1.036681E+00
+3.463160E+01,+3.394818E+00,-1.036688E+00
+3.467280E+01,+3.394808E+00,-1.036699E+00
+3.471400E+01,+3.394801E+00,-1.036706E+00
+3.475530E+01,+3.394808E+00,-1.036708E+00
+3.479650E+01,+3.394791E+00,-1.036724E+00
+3.483770E+01,+3.394793E+00,-1.036666E+00
+3.487890E+01,+3.394795E+00,-1.036658E+00
+3.492010E+01,+3.394791E+00,-1.036666E+00
+3.496140E+01,+3.394791E+00,-1.036651E+00
+3.500260E+01,+3.394776E+00,-1.036646E+00
+3.504380E+01,+3.394765E+00,-1.036685E+00
+3.508500E+01,+3.394770E+00,-1.036679E+00
+3.512620E+01,+3.394757E+00,-1.036700E+00
+3.516740E+01,+3.394753E+00,-1.036659E+00
+3.520870E+01,+3.394757E+00,-1.036664E+00
+3.524990E+01,+3.394738E+00,-1.036676E+00
+3.529110E+01,+3.394727E+00,-1.036675E+00
+3.533230E+01,+3.394727E+00,-1.036652E+00
+3.537350E+01,+3.394721E+00,-1.036658E+00
+3.541470E+01,+3.394727E+00,-1.036655E+00
+3.545590E+01,+3.394708E+00,-1.036633E+00
+3.549710E+01,+3.394719E+00,-1.036620E+00
+3.553840E+01,+3.394710E+00,-1.036576E+00
+3.557960E+01,+3.394719E+00,-1.036591E+00
+3.562080E+01,+3.394700E+00,-1.036614E+00
+3.566200E+01,+3.394700E+00,-1.036590E+00
+3.570320E+01,+3.394698E+00,-1.036559E+00
+3.574440E+01,+3.394702E+00,-1.036559E+00
+3.578570E+01,+3.394695E+00,-1.036578E+00
+3.582690E+01,+3.394685E+00,-1.036539E+00
+3.586810E+01,+3.394692E+00,-1.036508E+00
+3.590940E+01,+3.394681E+00,-1.036471E+00
+3.595060E+01,+3.394679E+00,-1.036471E+00
+3.599180E+01,+3.394674E+00,-1.036457E+00
+3.603310E+01,+3.394672E+00,-1.036347E+00
+3.607430E+01,+3.394696E+00,-1.036422E+00
+3.611550E+01,+3.394668E+00,-1.036446E+00
+3.615670E+01,+3.394670E+00,-1.036416E+00
+3.619800E+01,+3.394662E+00,-1.036366E+00
+3.623920E+01,+3.394668E+00,-1.036345E+00
+3.628050E+01,+3.394662E+00,-1.036351E+00
+3.632170E+01,+3.394659E+00,-1.036361E+00
+3.636290E+01,+3.394645E+00,-1.036373E+00
+3.640410E+01,+3.394636E+00,-1.036369E+00
+3.644540E+01,+3.394645E+00,-1.036349E+00
+3.648660E+01,+3.394615E+00,-1.036356E+00
+3.652790E+01,+3.394619E+00,-1.036322E+00
+3.656910E+01,+3.394626E+00,-1.036345E+00
+3.661030E+01,+3.394615E+00,-1.036353E+00
+3.665150E+01,+3.394602E+00,-1.036374E+00
+3.669280E+01,+3.394600E+00,-1.036399E+00
+3.673400E+01,+3.394584E+00,-1.036426E+00
+3.677520E+01,+3.394579E+00,-1.036431E+00
+3.681640E+01,+3.394567E+00,-1.036429E+00
+3.685770E+01,+3.394564E+00,-1.036405E+00
+3.689890E+01,+3.394552E+00,-1.036397E+00
+3.694010E+01,+3.394562E+00,-1.036386E+00
+3.698130E+01,+3.394567E+00,-1.036381E+00
+3.702260E+01,+3.394564E+00,-1.036357E+00
+3.706380E+01,+3.394543E+00,-1.036369E+00
+3.710500E+01,+3.394560E+00,-1.036356E+00
+3.714630E+01,+3.394551E+00,-1.036352E+00
+3.718750E+01,+3.394539E+00,-1.036324E+00
+3.722870E+01,+3.394552E+00,-1.036296E+00
+3.726990E+01,+3.394543E+00,-1.036268E+00
+3.731120E+01,+3.394535E+00,-1.036268E+00
+3.735240E+01,+3.394526E+00,-1.036265E+00
+3.739370E+01,+3.394526E+00,-1.036263E+00
+3.743490E+01,+3.394537E+00,-1.036240E+00
+3.747610E+01,+3.394530E+00,-1.036253E+00
+3.751730E+01,+3.394507E+00,-1.036220E+00
+3.755860E+01,+3.394522E+00,-1.036193E+00
+3.759980E+01,+3.394520E+00,-1.036173E+00
+3.764100E+01,+3.394530E+00,-1.036158E+00
+3.768230E+01,+3.394518E+00,-1.036136E+00
+3.772350E+01,+3.394509E+00,-1.036129E+00
+3.776470E+01,+3.394520E+00,-1.036119E+00
+3.780590E+01,+3.394495E+00,-1.036102E+00
+3.784710E+01,+3.394509E+00,-1.036082E+00
+3.788840E+01,+3.394509E+00,-1.036028E+00
+3.792960E+01,+3.394512E+00,-1.036024E+00
+3.797080E+01,+3.394503E+00,-1.036032E+00
+3.801200E+01,+3.394490E+00,-1.036017E+00
+3.805320E+01,+3.394490E+00,-1.036018E+00
+3.809450E+01,+3.394471E+00,-1.036027E+00
+3.813570E+01,+3.394480E+00,-1.036030E+00
+3.817690E+01,+3.394471E+00,-1.036011E+00
+3.821810E+01,+3.394482E+00,-1.036002E+00
+3.825940E+01,+3.394458E+00,-1.035995E+00
+3.830060E+01,+3.394475E+00,-1.035998E+00
+3.834180E+01,+3.394450E+00,-1.035996E+00
+3.838300E+01,+3.394467E+00,-1.036012E+00
+3.842420E+01,+3.394440E+00,-1.036057E+00
+3.846550E+01,+3.394433E+00,-1.036083E+00
+3.850670E+01,+3.394431E+00,-1.036075E+00
+3.856870E+01,+3.394401E+00,-1.036087E+00
+3.861000E+01,+3.394410E+00,-1.036091E+00
+3.865120E+01,+3.394408E+00,-1.036078E+00
+3.869250E+01,+3.394397E+00,-1.036080E+00
+3.873370E+01,+3.394399E+00,-1.036017E+00
+3.877490E+01,+3.394404E+00,-1.036057E+00
+3.881620E+01,+3.394387E+00,-1.036073E+00
+3.885740E+01,+3.394397E+00,-1.036021E+00
+3.889870E+01,+3.394383E+00,-1.036014E+00
+3.893990E+01,+3.394382E+00,-1.035994E+00
+3.898120E+01,+3.394380E+00,-1.035994E+00
+3.902240E+01,+3.394387E+00,-1.036011E+00
+3.906360E+01,+3.394372E+00,-1.036015E+00
+3.910490E+01,+3.394353E+00,-1.036035E+00
+3.914610E+01,+3.394351E+00,-1.036043E+00
+3.918740E+01,+3.394344E+00,-1.036046E+00
